X축 우선순위,총계,,,,,,,,,
나이별,연도,합계(명),전년도(명),성장률(%),구성비(%),목적별,,,,
,,,,,,관광,상용,공용,유학연수,기타
승무원,2009년 08월,76720,78362,-0.021,0,0,0,0,0,76720
승무원,2009년 09월,75494,77846,-0.03,0,0,0,0,0,75494
승무원,2009년 10월,74158,88669,-0.164,0,0,0,0,0,74158
승무원,2009년 11월,67214,73742,-0.089,0,0,0,0,0,67214
승무원,2009년 12월,78786,73247,0.076,0,0,0,0,0,78786
승무원,2010년 01월,66084,68657,-0.037,0,0,0,0,0,66084
승무원,2010년 02월,61803,66944,-0.077,0,0,0,0,0,61803
승무원,2010년 03월,83925,84708,-0.009,0,0,0,0,0,83925
승무원,2010년 04월,80875,73889,0.095,0,0,0,0,0,80875
승무원,2010년 05월,97597,76362,0.278,0.001,0,0,0,0,97597
승무원,2010년 06월,89256,74582,0.197,0.001,0,0,0,0,89256
승무원,2010년 07월,101078,75720,0.335,0.001,0,0,0,0,101078
승무원,2010년 08월,96681,76720,0.26,0.001,0,0,0,0,96681
승무원,2010년 09월,87892,75494,0.164,0.001,0,0,0,0,87892
승무원,2010년 10월,88510,74158,0.194,0.001,0,0,0,0,88510
승무원,2010년 11월,63421,67214,-0.056,0,0,0,0,0,63421
승무원,2010년 12월,74383,78786,-0.056,0,0,0,0,0,74383
승무원,2011년 01월,78011,66084,0.18,0,0,0,0,0,78011
승무원,2011년 02월,70118,61803,0.135,0,0,0,0,0,70118
승무원,2011년 03월,93087,83925,0.109,0.001,0,0,0,0,93087
승무원,2011년 04월,94053,80875,0.163,0.001,0,0,0,0,94053
승무원,2011년 05월,90572,97597,-0.072,0.001,0,0,0,0,90572
승무원,2011년 06월,97346,89256,0.091,0.001,0,0,0,0,97346
승무원,2011년 07월,97967,101078,-0.031,0.001,0,0,0,0,97967
승무원,2011년 08월,102668,96681,0.062,0.001,0,0,0,0,102668
승무원,2011년 09월,99267,87892,0.129,0.001,0,0,0,0,99267
승무원,2011년 10월,102630,88510,0.16,0.001,0,0,0,0,102630
승무원,2011년 11월,88135,63421,0.39,0.001,0,0,0,0,88135
승무원,2011년 12월,85198,74383,0.145,0.001,0,0,0,0,85198
승무원,2012년 01월,79781,78011,0.023,0,0,0,0,0,79781
승무원,2012년 02월,77097,70118,0.1,0,0,0,0,0,77097
승무원,2012년 03월,60066,93087,-0.355,0,0,0,0,0,60066
승무원,2012년 04월,76005,94053,-0.192,0,0,0,0,0,76005
승무원,2012년 05월,93938,90572,0.037,0.001,0,0,0,0,93938
승무원,2012년 06월,85871,97346,-0.118,0.001,0,0,0,0,85871
승무원,2012년 07월,79152,97967,-0.192,0,0,0,0,0,79152
승무원,2012년 08월,96354,102668,-0.061,0.001,0,0,0,0,96354
승무원,2012년 09월,102846,99267,0.036,0.001,0,0,0,0,102846
승무원,2012년 10월,105680,102630,0.03,0.001,0,0,0,0,105680
승무원,2012년 11월,75227,88135,-0.146,0,0,0,0,0,75227
승무원,2012년 12월,75014,85198,-0.12,0,0,0,0,0,75014
승무원,2013년 01월,74491,79781,-0.066,0,0,0,0,0,74491
승무원,2013년 02월,65945,77097,-0.145,0,0,0,0,0,65945
승무원,2013년 03월,108712,60066,0.81,0.001,0,0,0,0,108712
승무원,2013년 04월,128938,76005,0.696,0.001,0,0,0,0,128938
승무원,2013년 05월,131945,93938,0.405,0.001,0,0,0,0,131945
승무원,2013년 06월,170103,85871,0.981,0.001,0,0,0,0,170103
승무원,2013년 07월,195792,79152,1.474,0.001,0,0,0,0,195792
승무원,2013년 08월,203229,96354,1.109,0.001,0,0,0,0,203229
승무원,2013년 09월,153045,102846,0.488,0.001,0,0,0,0,153045
승무원,2013년 10월,119825,105680,0.134,0.001,0,0,0,0,119825
승무원,2013년 11월,85345,75227,0.134,0.001,0,0,0,0,85345
승무원,2013년 12월,84267,75014,0.123,0,0,0,0,0,84267
승무원,2014년 01월,86669,74491,0.163,0.001,0,0,0,0,86669
승무원,2014년 02월,75321,65945,0.142,0,0,0,0,0,75321
승무원,2014년 03월,113557,108712,0.045,0.001,0,0,0,0,113557
승무원,2014년 04월,138366,128938,0.073,0.001,0,0,0,0,138366
승무원,2014년 05월,145528,131945,0.103,0.001,0,0,0,0,145528
승무원,2014년 06월,200326,170103,0.178,0.001,0,0,0,0,200326
승무원,2014년 07월,178718,195792,-0.087,0.001,0,0,0,0,178718
승무원,2014년 08월,186011,203229,-0.085,0.001,0,0,0,0,186011
승무원,2014년 09월,142357,153045,-0.07,0.001,0,0,0,0,142357
승무원,2014년 10월,129307,119825,0.079,0.001,0,0,0,0,129307
승무원,2014년 11월,98026,85345,0.149,0.001,0,0,0,0,98026
승무원,2014년 12월,87988,84267,0.044,0.001,0,0,0,0,87988
승무원,2015년 01월,70392,86669,-0.188,0,0,0,0,0,70392
승무원,2015년 02월,80188,75321,0.065,0,0,0,0,0,80188
승무원,2015년 03월,101742,113557,-0.104,0.001,0,0,0,0,101742
승무원,2015년 04월,135551,138366,-0.02,0.001,0,0,0,0,135551
승무원,2015년 05월,129349,145528,-0.111,0.001,0,0,0,0,129349
승무원,2015년 06월,125790,200326,-0.372,0.001,0,0,0,0,125790
승무원,2015년 07월,86537,178718,-0.516,0.001,0,0,0,0,86537
승무원,2015년 08월,148726,186011,-0.2,0.001,0,0,0,0,148726
승무원,2015년 09월,147557,142357,0.037,0.001,0,0,0,0,147557
승무원,2015년 10월,159740,129307,0.235,0.001,0,0,0,0,159740
승무원,2015년 11월,115559,98026,0.179,0.001,0,0,0,0,115559
승무원,2015년 12월,98135,87988,0.115,0.001,0,0,0,0,98135
승무원,2016년 01월,82880,70392,0.177,0,0,0,0,0,82880
승무원,2016년 02월,82240,80188,0.026,0,0,0,0,0,82240
승무원,2016년 03월,104253,101742,0.025,0.001,0,0,0,0,104253
승무원,2016년 04월,115246,135551,-0.15,0.001,0,0,0,0,115246
승무원,2016년 05월,142257,129349,0.1,0.001,0,0,0,0,142257
승무원,2016년 06월,140063,125790,0.113,0.001,0,0,0,0,140063
승무원,2016년 07월,158350,86537,0.83,0.001,0,0,0,0,158350
승무원,2016년 08월,155465,148726,0.045,0.001,0,0,0,0,155465
승무원,2016년 09월,152547,147557,0.034,0.001,0,0,0,0,152547
승무원,2016년 10월,141813,159740,-0.112,0.001,0,0,0,0,141813
승무원,2016년 11월,119595,115559,0.035,0.001,0,0,0,0,119595
승무원,2016년 12월,113766,98135,0.159,0.001,0,0,0,0,113766
승무원,2017년 01월,103312,82880,0.247,0.001,0,0,0,0,103312
승무원,2017년 02월,101052,82240,0.229,0.001,0,0,0,0,101052
승무원,2017년 03월,96434,104253,-0.075,0.001,0,0,0,0,96434
승무원,2017년 04월,81495,115246,-0.293,0,0,0,0,0,81495
승무원,2017년 05월,82687,142257,-0.419,0,0,0,0,0,82687
승무원,2017년 06월,75648,140063,-0.46,0,0,0,0,0,75648
승무원,2017년 07월,81690,158350,-0.484,0,0,0,0,0,81690
승무원,2017년 08월,81175,155465,-0.478,0,0,0,0,0,81175
승무원,2017년 09월,76557,152547,-0.498,0,0,0,0,0,76557
승무원,2017년 10월,76029,141813,-0.464,0,0,0,0,0,76029
승무원,2017년 11월,70573,119595,-0.41,0,0,0,0,0,70573
승무원,2017년 12월,69606,113766,-0.388,0,0,0,0,0,69606
승무원,2018년 01월,67944,103312,-0.342,0,0,0,0,0,67944
승무원,2018년 02월,61122,101052,-0.395,0,0,0,0,0,61122
승무원,2018년 03월,72680,96434,-0.246,0,0,0,0,0,72680
승무원,2018년 04월,83946,81495,0.03,0,0,0,0,0,83946
승무원,2018년 05월,85932,82687,0.039,0.001,0,0,0,0,85932
승무원,2018년 06월,79713,75648,0.054,0,0,0,0,0,79713
승무원,2018년 07월,74713,81690,-0.085,0,0,0,0,0,74713
승무원,2018년 08월,78694,81175,-0.031,0,0,0,0,0,78694
승무원,2018년 09월,77170,76557,0.008,0,0,0,0,0,77170
승무원,2018년 10월,88562,76029,0.165,0.001,0,0,0,0,88562
승무원,2018년 11월,77486,70573,0.098,0,0,0,0,0,77486
승무원,2018년 12월,73940,69606,0.062,0,0,0,0,0,73940
승무원,2019년 01월,79260,67944,0.167,0,0,0,0,0,79260
승무원,2019년 02월,69389,61122,0.135,0,0,0,0,0,69389
승무원,2019년 03월,83104,72680,0.143,0,0,0,0,0,83104
승무원,2019년 04월,98492,83946,0.173,0.001,0,0,0,0,98492
승무원,2019년 05월,97649,85932,0.136,0.001,0,0,0,0,97649
승무원,2019년 06월,84061,79713,0.055,0,0,0,0,0,84061
승무원,2019년 07월,80566,74713,0.078,0,0,0,0,0,80566
승무원,2019년 08월,109820,78694,0.396,0.001,0,0,0,0,109820
승무원,2019년 09월,83592,77170,0.083,0,0,0,0,0,83592
승무원,2019년 10월,94250,88562,0.064,0.001,0,0,0,0,94250
승무원,2019년 11월,79443,77486,0.025,0,0,0,0,0,79443
승무원,2019년 12월,79447,73940,0.074,0,0,0,0,0,79447
승무원,2020년 01월,79320,79260,0.001,0,0,0,0,0,79320
승무원,2020년 02월,52460,69389,-0.244,0,0,0,0,0,52460
승무원,2020년 03월,16785,83104,-0.798,0,0,0,0,0,16785
승무원,2020년 04월,9226,98492,-0.906,0,0,0,0,0,9226
승무원,2020년 05월,12809,97649,-0.869,0,0,0,0,0,12809
승무원,2020년 06월,13588,84061,-0.838,0,0,0,0,0,13588
승무원,2020년 07월,30623,80566,-0.62,0,0,0,0,0,30623
승무원,2020년 08월,31348,109820,-0.715,0,0,0,0,0,31348
승무원,2020년 09월,32724,83592,-0.609,0,0,0,0,0,32724
승무원,2020년 10월,33642,94250,-0.643,0,0,0,0,0,33642
승무원,2020년 11월,34439,79443,-0.566,0,0,0,0,0,34439
승무원,2020년 12월,37043,79447,-0.534,0,0,0,0,0,37043
승무원,2021년 01월,34877,79320,-0.56,0,0,0,0,0,34877
승무원,2021년 02월,30589,52460,-0.417,0,0,0,0,0,30589
승무원,2021년 03월,36248,16785,1.16,0,0,0,0,0,36248
승무원,2021년 04월,34650,9226,2.756,0,0,0,0,0,34650
승무원,2021년 05월,35739,12809,1.79,0,0,0,0,0,35739
승무원,2021년 06월,35753,13588,1.631,0,0,0,0,0,35753
승무원,2021년 07월,35701,30623,0.166,0,0,0,0,0,35701
승무원,2021년 08월,36250,31348,0.156,0,0,0,0,0,36250
승무원,2021년 09월,35212,32724,0.076,0,0,0,0,0,35212
승무원,2021년 10월,39175,33642,0.164,0,0,0,0,0,39175
승무원,2021년 11월,40250,34439,0.169,0,0,0,0,0,40250
승무원,2021년 12월,39971,37043,0.079,0,0,0,0,0,39971
승무원,2022년 01월,39689,34877,0.138,0,0,0,0,0,39689
승무원,2022년 02월,34828,30589,0.139,0,0,0,0,0,34828
승무원,2022년 03월,39033,36248,0.077,0,0,0,0,0,39033
승무원,2022년 04월,36951,34650,0.066,0,0,0,0,0,36951
승무원,소계,17536144,17087592,0.026,0.103,0,0,0,0,17536144
전체,전체,169995485,168890640,0.007,1,128966801,3781375,680117,2845024,33722168
