목적별,연도,합계(명),전년도(명),성장률(%),구성비(%),관광,상용,공용,유학연수,기타
공용,2022년 04월,1960,829,136.4,0,0,0,1960,0,
공용,소계,680117,658152,3.3,0.4,0,0,680117,0,
유학연수,2005년 01월,1903,0,0,0,0,0,0,1903,
유학연수,2005년 02월,7500,0,0,0,0,0,0,7500,
유학연수,2005년 03월,4183,0,0,0,0,0,0,4183,
유학연수,2005년 04월,1255,0,0,0,0,0,0,1255,
유학연수,2005년 05월,1005,0,0,0,0,0,0,1005,
유학연수,2005년 06월,1393,0,0,0,0,0,0,1393,
유학연수,2005년 07월,2102,0,0,0,0,0,0,2102,
유학연수,2005년 08월,7616,0,0,0,0,0,0,7616,
유학연수,2005년 09월,4643,0,0,0,0,0,0,4643,
유학연수,2005년 10월,1545,0,0,0,0,0,0,1545,
유학연수,2005년 11월,1362,0,0,0,0,0,0,1362,
유학연수,2005년 12월,1385,0,0,0,0,0,0,1385,
유학연수,2006년 01월,2246,1903,18,0,0,0,0,2246,
유학연수,2006년 02월,11162,7500,48.8,0,0,0,0,11162,
유학연수,2006년 03월,5994,4183,43.3,0,0,0,0,5994,
유학연수,2006년 04월,1461,1255,16.4,0,0,0,0,1461,
유학연수,2006년 05월,1340,1005,33.3,0,0,0,0,1340,
유학연수,2006년 06월,2031,1393,45.8,0,0,0,0,2031,
유학연수,2006년 07월,2835,2102,34.9,0,0,0,0,2835,
유학연수,2006년 08월,10108,7616,32.7,0,0,0,0,10108,
유학연수,2006년 09월,7237,4643,55.9,0,0,0,0,7237,
유학연수,2006년 10월,3688,1545,138.7,0,0,0,0,3688,
유학연수,2006년 11월,1678,1362,23.2,0,0,0,0,1678,
유학연수,2006년 12월,2693,1385,94.4,0,0,0,0,2693,
유학연수,2007년 01월,3586,2246,59.7,0,0,0,0,3586,
유학연수,2007년 02월,13585,11162,21.7,0,0,0,0,13585,
유학연수,2007년 03월,12719,5994,112.2,0,0,0,0,12719,
유학연수,2007년 04월,2676,1461,83.2,0,0,0,0,2676,
유학연수,2007년 05월,2187,1340,63.2,0,0,0,0,2187,
유학연수,2007년 06월,3752,2031,84.7,0,0,0,0,3752,
유학연수,2007년 07월,4099,2835,44.6,0,0,0,0,4099,
유학연수,2007년 08월,15362,10108,52,0,0,0,0,15362,
유학연수,2007년 09월,10898,7237,50.6,0,0,0,0,10898,
유학연수,2007년 10월,4723,3688,28.1,0,0,0,0,4723,
유학연수,2007년 11월,3015,1678,79.7,0,0,0,0,3015,
유학연수,2007년 12월,3876,2693,43.9,0,0,0,0,3876,
유학연수,2008년 01월,4053,3586,13,0,0,0,0,4053,
유학연수,2008년 02월,23934,13585,76.2,0,0,0,0,23934,
유학연수,2008년 03월,11854,12719,-6.8,0,0,0,0,11854,
유학연수,2008년 04월,2758,2676,3.1,0,0,0,0,2758,
유학연수,2008년 05월,3029,2187,38.5,0,0,0,0,3029,
유학연수,2008년 06월,4358,3752,16.2,0,0,0,0,4358,
유학연수,2008년 07월,4351,4099,6.1,0,0,0,0,4351,
유학연수,2008년 08월,23123,15362,50.5,0,0,0,0,23123,
유학연수,2008년 09월,11120,10898,2,0,0,0,0,11120,
유학연수,2008년 10월,3664,4723,-22.4,0,0,0,0,3664,
유학연수,2008년 11월,2910,3015,-3.5,0,0,0,0,2910,
유학연수,2008년 12월,3798,3876,-2,0,0,0,0,3798,
유학연수,2009년 01월,4876,4053,20.3,0,0,0,0,4876,
유학연수,2009년 02월,34204,23934,42.9,0,0,0,0,34204,
유학연수,2009년 03월,11146,11854,-6,0,0,0,0,11146,
유학연수,2009년 04월,2904,2758,5.3,0,0,0,0,2904,
유학연수,2009년 05월,4083,3029,34.8,0,0,0,0,4083,
유학연수,2009년 06월,4704,4358,7.9,0,0,0,0,4704,
유학연수,2009년 07월,5555,4351,27.7,0,0,0,0,5555,
유학연수,2009년 08월,31370,23123,35.7,0,0,0,0,31370,
유학연수,2009년 09월,11506,11120,3.5,0,0,0,0,11506,
유학연수,2009년 10월,5120,3664,39.7,0,0,0,0,5120,
유학연수,2009년 11월,3537,2910,21.5,0,0,0,0,3537,
유학연수,2009년 12월,4007,3798,5.5,0,0,0,0,4007,
유학연수,2010년 01월,5118,4876,5,0,0,0,0,5118,
유학연수,2010년 02월,35660,34204,4.3,0,0,0,0,35660,
유학연수,2010년 03월,17586,11146,57.8,0,0,0,0,17586,
유학연수,2010년 04월,2997,2904,3.2,0,0,0,0,2997,
유학연수,2010년 05월,4038,4083,-1.1,0,0,0,0,4038,
유학연수,2010년 06월,4766,4704,1.3,0,0,0,0,4766,
유학연수,2010년 07월,6194,5555,11.5,0,0,0,0,6194,
유학연수,2010년 08월,34879,31370,11.2,0,0,0,0,34879,
유학연수,2010년 09월,14274,11506,24.1,0,0,0,0,14274,
유학연수,2010년 10월,4131,5120,-19.3,0,0,0,0,4131,
유학연수,2010년 11월,3477,3537,-1.7,0,0,0,0,3477,
유학연수,2010년 12월,4776,4007,19.2,0,0,0,0,4776,
유학연수,2011년 01월,4987,5118,-2.6,0,0,0,0,4987,
유학연수,2011년 02월,42644,35660,19.6,0,0,0,0,42644,
유학연수,2011년 03월,15417,17586,-12.3,0,0,0,0,15417,
유학연수,2011년 04월,3821,2997,27.5,0,0,0,0,3821,
유학연수,2011년 05월,5387,4038,33.4,0,0,0,0,5387,
유학연수,2011년 06월,5699,4766,19.6,0,0,0,0,5699,
유학연수,2011년 07월,6889,6194,11.2,0,0,0,0,6889,
유학연수,2011년 08월,34460,34879,-1.2,0,0,0,0,34460,
유학연수,2011년 09월,15593,14274,9.2,0,0,0,0,15593,
유학연수,2011년 10월,5180,4131,25.4,0,0,0,0,5180,
유학연수,2011년 11월,4244,3477,22.1,0,0,0,0,4244,
유학연수,2011년 12월,5402,4776,13.1,0,0,0,0,5402,
유학연수,2012년 01월,8755,4987,75.6,0,0,0,0,8755,
유학연수,2012년 02월,36099,42644,-15.3,0,0,0,0,36099,
유학연수,2012년 03월,15853,15417,2.8,0,0,0,0,15853,
유학연수,2012년 04월,3727,3821,-2.5,0,0,0,0,3727,
유학연수,2012년 05월,4783,5387,-11.2,0,0,0,0,4783,
유학연수,2012년 06월,5959,5699,4.6,0,0,0,0,5959,
유학연수,2012년 07월,6792,6889,-1.4,0,0,0,0,6792,
유학연수,2012년 08월,31637,34460,-8.2,0,0,0,0,31637,
유학연수,2012년 09월,15553,15593,-0.3,0,0,0,0,15553,
유학연수,2012년 10월,6684,5180,29,0,0,0,0,6684,
유학연수,2012년 11월,4184,4244,-1.4,0,0,0,0,4184,
유학연수,2012년 12월,5607,5402,3.8,0,0,0,0,5607,
유학연수,2013년 01월,5875,8755,-32.9,0,0,0,0,5875,
유학연수,2013년 02월,33326,36099,-7.7,0,0,0,0,33326,
유학연수,2013년 03월,22538,15853,42.2,0,0,0,0,22538,
유학연수,2013년 04월,4542,3727,21.9,0,0,0,0,4542,
유학연수,2013년 05월,5901,4783,23.4,0,0,0,0,5901,
유학연수,2013년 06월,6859,5959,15.1,0,0,0,0,6859,
유학연수,2013년 07월,6628,6792,-2.4,0,0,0,0,6628,
유학연수,2013년 08월,32802,31637,3.7,0,0,0,0,32802,
유학연수,2013년 09월,17473,15553,12.3,0,0,0,0,17473,
유학연수,2013년 10월,4658,6684,-30.3,0,0,0,0,4658,
유학연수,2013년 11월,5105,4184,22,0,0,0,0,5105,
유학연수,2013년 12월,6393,5607,14,0,0,0,0,6393,
유학연수,2014년 01월,5936,5875,1,0,0,0,0,5936,
유학연수,2014년 02월,36647,33326,10,0,0,0,0,36647,
유학연수,2014년 03월,19954,22538,-11.5,0,0,0,0,19954,
유학연수,2014년 04월,4166,4542,-8.3,0,0,0,0,4166,
유학연수,2014년 05월,6680,5901,13.2,0,0,0,0,6680,
유학연수,2014년 06월,8551,6859,24.7,0,0,0,0,8551,
유학연수,2014년 07월,6636,6628,0.1,0,0,0,0,6636,
유학연수,2014년 08월,37584,32802,14.6,0,0,0,0,37584,
유학연수,2014년 09월,17295,17473,-1,0,0,0,0,17295,
유학연수,2014년 10월,5189,4658,11.4,0,0,0,0,5189,
유학연수,2014년 11월,6493,5105,27.2,0,0,0,0,6493,
유학연수,2014년 12월,8329,6393,30.3,0,0,0,0,8329,
유학연수,2015년 01월,7752,5936,30.6,0,0,0,0,7752,
유학연수,2015년 02월,36399,36647,-0.7,0,0,0,0,36399,
유학연수,2015년 03월,27129,19954,36,0,0,0,0,27129,
유학연수,2015년 04월,5556,4166,33.4,0,0,0,0,5556,
유학연수,2015년 05월,9222,6680,38.1,0,0,0,0,9222,
유학연수,2015년 06월,11462,8551,34,0,0,0,0,11462,
유학연수,2015년 07월,8477,6636,27.7,0,0,0,0,8477,
유학연수,2015년 08월,46365,37584,23.4,0,0,0,0,46365,
유학연수,2015년 09월,20035,17295,15.8,0,0,0,0,20035,
유학연수,2015년 10월,7929,5189,52.8,0,0,0,0,7929,
유학연수,2015년 11월,10109,6493,55.7,0,0,0,0,10109,
유학연수,2015년 12월,12273,8329,47.4,0,0,0,0,12273,
유학연수,2016년 01월,9352,7752,20.6,0,0,0,0,9352,
유학연수,2016년 02월,54122,36399,48.7,0,0,0,0,54122,
유학연수,2016년 03월,22176,27129,-18.3,0,0,0,0,22176,
유학연수,2016년 04월,7352,5556,32.3,0,0,0,0,7352,
유학연수,2016년 05월,13378,9222,45.1,0,0,0,0,13378,
유학연수,2016년 06월,14653,11462,27.8,0,0,0,0,14653,
유학연수,2016년 07월,11716,8477,38.2,0,0,0,0,11716,
유학연수,2016년 08월,54211,46365,16.9,0,0,0,0,54211,
유학연수,2016년 09월,25300,20035,26.3,0,0,0,0,25300,
유학연수,2016년 10월,9069,7929,14.4,0,0,0,0,9069,
유학연수,2016년 11월,11778,10109,16.5,0,0,0,0,11778,
유학연수,2016년 12월,17609,12273,43.5,0,0,0,0,17609,
유학연수,2017년 01월,10378,9352,11,0,0,0,0,10378,
유학연수,2017년 02월,59952,54122,10.8,0,0,0,0,59952,
유학연수,2017년 03월,28257,22176,27.4,0,0,0,0,28257,
유학연수,2017년 04월,9359,7352,27.3,0,0,0,0,9359,
유학연수,2017년 05월,19819,13378,48.1,0,0,0,0,19819,
유학연수,2017년 06월,18636,14653,27.2,0,0,0,0,18636,
유학연수,2017년 07월,14278,11716,21.9,0,0,0,0,14278,
유학연수,2017년 08월,61676,54211,13.8,0,0,0,0,61676,
유학연수,2017년 09월,24787,25300,-2,0,0,0,0,24787,
유학연수,2017년 10월,23411,9069,158.1,0,0,0,0,23411,
유학연수,2017년 11월,14241,11778,20.9,0,0,0,0,14241,
유학연수,2017년 12월,17858,17609,1.4,0,0,0,0,17858,
유학연수,2018년 01월,13858,10378,33.5,0,0,0,0,13858,
유학연수,2018년 02월,54618,59952,-8.9,0,0,0,0,54618,
유학연수,2018년 03월,44090,28257,56,0,0,0,0,44090,
유학연수,2018년 04월,13556,9359,44.8,0,0,0,0,13556,
유학연수,2018년 05월,19532,19819,-1.4,0,0,0,0,19532,
유학연수,2018년 06월,19732,18636,5.9,0,0,0,0,19732,
유학연수,2018년 07월,17020,14278,19.2,0,0,0,0,17020,
유학연수,2018년 08월,61752,61676,0.1,0,0,0,0,61752,
유학연수,2018년 09월,37268,24787,50.4,0,0,0,0,37268,
유학연수,2018년 10월,15180,23411,-35.2,0,0,0,0,15180,
유학연수,2018년 11월,16243,14241,14.1,0,0,0,0,16243,
유학연수,2018년 12월,19162,17858,7.3,0,0,0,0,19162,
유학연수,2019년 01월,15995,13858,15.4,0,0,0,0,15995,
유학연수,2019년 02월,64760,54618,18.6,0,0,0,0,64760,
유학연수,2019년 03월,45801,44090,3.9,0,0,0,0,45801,
유학연수,2019년 04월,13523,13556,-0.2,0,0,0,0,13523,
유학연수,2019년 05월,20702,19532,6,0,0,0,0,20702,
유학연수,2019년 06월,23818,19732,20.7,0,0,0,0,23818,
유학연수,2019년 07월,19169,17020,12.6,0,0,0,0,19169,
유학연수,2019년 08월,71128,61752,15.2,0,0,0,0,71128,
유학연수,2019년 09월,39247,37268,5.3,0,0,0,0,39247,
유학연수,2019년 10월,17414,15180,14.7,0,0,0,0,17414,
유학연수,2019년 11월,21568,16243,32.8,0,0,0,0,21568,
유학연수,2019년 12월,22536,19162,17.6,0,0,0,0,22536,
유학연수,2020년 01월,20593,15995,28.7,0,0,0,0,20593,
유학연수,2020년 02월,42065,64760,-35,0,0,0,0,42065,
유학연수,2020년 03월,14209,45801,-69,0,0,0,0,14209,
유학연수,2020년 04월,7150,13523,-47.1,0,0,0,0,7150,
유학연수,2020년 05월,2192,20702,-89.4,0,0,0,0,2192,
유학연수,2020년 06월,1860,23818,-92.2,0,0,0,0,1860,
유학연수,2020년 07월,1511,19169,-92.1,0,0,0,0,1511,
유학연수,2020년 08월,13719,71128,-80.7,0,0,0,0,13719,
유학연수,2020년 09월,7889,39247,-79.9,0,0,0,0,7889,
유학연수,2020년 10월,2117,17414,-87.8,0,0,0,0,2117,
유학연수,2020년 11월,2851,21568,-86.8,0,0,0,0,2851,
유학연수,2020년 12월,2306,22536,-89.8,0,0,0,0,2306,
유학연수,2021년 01월,2046,20593,-90.1,0,0,0,0,2046,
유학연수,2021년 02월,13164,42065,-68.7,0,0,0,0,13164,
유학연수,2021년 03월,9011,14209,-36.6,0,0,0,0,9011,
유학연수,2021년 04월,3324,7150,-53.5,0,0,0,0,3324,
유학연수,2021년 05월,3678,2192,67.8,0,0,0,0,3678,
유학연수,2021년 06월,2771,1860,49,0,0,0,0,2771,
유학연수,2021년 07월,2447,1511,61.9,0,0,0,0,2447,
유학연수,2021년 08월,22161,13719,61.5,0,0,0,0,22161,
유학연수,2021년 09월,11393,7889,44.4,0,0,0,0,11393,
유학연수,2021년 10월,2702,2117,27.6,0,0,0,0,2702,
유학연수,2021년 11월,3272,2851,14.8,0,0,0,0,3272,
유학연수,2021년 12월,4115,2306,78.4,0,0,0,0,4115,
유학연수,2022년 01월,2890,2046,41.3,0,0,0,0,2890,
유학연수,2022년 02월,25444,13164,93.3,0,0,0,0,25444,
유학연수,2022년 03월,11651,9011,29.3,0,0,0,0,11651,
유학연수,2022년 04월,3126,3324,-6,0,0,0,0,3126,
유학연수,소계,2845024,2749374,3.5,1.7,0,0,0,2845024,
기타,2005년 01월,111671,0,0,0.1,0,0,0,0,111671
기타,2005년 02월,101456,0,0,0.1,0,0,0,0,101456
기타,2005년 03월,111058,0,0,0.1,0,0,0,0,111058
기타,2005년 04월,113421,0,0,0.1,0,0,0,0,113421
기타,2005년 05월,117027,0,0,0.1,0,0,0,0,117027
기타,2005년 06월,108688,0,0,0.1,0,0,0,0,108688
기타,2005년 07월,118424,0,0,0.1,0,0,0,0,118424
기타,2005년 08월,126021,0,0,0.1,0,0,0,0,126021
기타,2005년 09월,111246,0,0,0.1,0,0,0,0,111246
기타,2005년 10월,111549,0,0,0.1,0,0,0,0,111549
기타,2005년 11월,91580,0,0,0.1,0,0,0,0,91580
기타,2005년 12월,113086,0,0,0.1,0,0,0,0,113086
기타,2006년 01월,116627,111671,4.4,0.1,0,0,0,0,116627
기타,2006년 02월,111861,101456,10.3,0.1,0,0,0,0,111861
기타,2006년 03월,110473,111058,-0.5,0.1,0,0,0,0,110473
기타,2006년 04월,148257,113421,30.7,0.1,0,0,0,0,148257
기타,2006년 05월,110781,117027,-5.3,0.1,0,0,0,0,110781
기타,2006년 06월,109169,108688,0.4,0.1,0,0,0,0,109169
기타,2006년 07월,116586,118424,-1.6,0.1,0,0,0,0,116586
기타,2006년 08월,124611,126021,-1.1,0.1,0,0,0,0,124611
기타,2006년 09월,109889,111246,-1.2,0.1,0,0,0,0,109889
기타,2006년 10월,119802,111549,7.4,0.1,0,0,0,0,119802
기타,2006년 11월,105425,91580,15.1,0.1,0,0,0,0,105425
기타,2006년 12월,106605,113086,-5.7,0.1,0,0,0,0,106605
기타,2007년 01월,109194,116627,-6.4,0.1,0,0,0,0,109194
기타,2007년 02월,99776,111861,-10.8,0.1,0,0,0,0,99776
기타,2007년 03월,119762,110473,8.4,0.1,0,0,0,0,119762
기타,2007년 04월,135331,148257,-8.7,0.1,0,0,0,0,135331
기타,2007년 05월,132307,110781,19.4,0.1,0,0,0,0,132307
기타,2007년 06월,130710,109169,19.7,0.1,0,0,0,0,130710
기타,2007년 07월,142515,116586,22.2,0.1,0,0,0,0,142515
기타,2007년 08월,160813,124611,29.1,0.1,0,0,0,0,160813
기타,2007년 09월,151833,109889,38.2,0.1,0,0,0,0,151833
기타,2007년 10월,153523,119802,28.1,0.1,0,0,0,0,153523
기타,2007년 11월,136274,105425,29.3,0.1,0,0,0,0,136274
기타,2007년 12월,148717,106605,39.5,0.1,0,0,0,0,148717
기타,2008년 01월,145914,109194,33.6,0.1,0,0,0,0,145914
기타,2008년 02월,150396,99776,50.7,0.1,0,0,0,0,150396
기타,2008년 03월,160433,119762,34,0.1,0,0,0,0,160433
기타,2008년 04월,148865,135331,10,0.1,0,0,0,0,148865
기타,2008년 05월,145522,132307,10,0.1,0,0,0,0,145522
기타,2008년 06월,138334,130710,5.8,0.1,0,0,0,0,138334
기타,2008년 07월,147453,142515,3.5,0.1,0,0,0,0,147453
기타,2008년 08월,161146,160813,0.2,0.1,0,0,0,0,161146
기타,2008년 09월,155015,151833,2.1,0.1,0,0,0,0,155015
기타,2008년 10월,165732,153523,8,0.1,0,0,0,0,165732
기타,2008년 11월,137840,136274,1.1,0.1,0,0,0,0,137840
기타,2008년 12월,131562,148717,-11.5,0.1,0,0,0,0,131562
기타,2009년 01월,137786,145914,-5.6,0.1,0,0,0,0,137786
기타,2009년 02월,155935,150396,3.7,0.1,0,0,0,0,155935
기타,2009년 03월,162255,160433,1.1,0.1,0,0,0,0,162255
기타,2009년 04월,133602,148865,-10.3,0.1,0,0,0,0,133602
기타,2009년 05월,134301,145522,-7.7,0.1,0,0,0,0,134301
기타,2009년 06월,128933,138334,-6.8,0.1,0,0,0,0,128933
기타,2009년 07월,133968,147453,-9.1,0.1,0,0,0,0,133968
기타,2009년 08월,153840,161146,-4.5,0.1,0,0,0,0,153840
기타,2009년 09월,138043,155015,-10.9,0.1,0,0,0,0,138043
기타,2009년 10월,147548,165732,-11,0.1,0,0,0,0,147548
기타,2009년 11월,129098,137840,-6.3,0.1,0,0,0,0,129098
기타,2009년 12월,141788,131562,7.8,0.1,0,0,0,0,141788
기타,2010년 01월,137855,137786,0.1,0.1,0,0,0,0,137855
기타,2010년 02월,137302,155935,-11.9,0.1,0,0,0,0,137302
기타,2010년 03월,177938,162255,9.7,0.1,0,0,0,0,177938
기타,2010년 04월,155228,133602,16.2,0.1,0,0,0,0,155228
기타,2010년 05월,171856,134301,28,0.1,0,0,0,0,171856
기타,2010년 06월,165683,128933,28.5,0.1,0,0,0,0,165683
기타,2010년 07월,183367,133968,36.9,0.1,0,0,0,0,183367
기타,2010년 08월,192666,153840,25.2,0.1,0,0,0,0,192666
기타,2010년 09월,179068,138043,29.7,0.1,0,0,0,0,179068
기타,2010년 10월,181929,147548,23.3,0.1,0,0,0,0,181929
기타,2010년 11월,148265,129098,14.8,0.1,0,0,0,0,148265
기타,2010년 12월,150522,141788,6.2,0.1,0,0,0,0,150522
기타,2011년 01월,159368,137855,15.6,0.1,0,0,0,0,159368
기타,2011년 02월,174602,137302,27.2,0.1,0,0,0,0,174602
기타,2011년 03월,204316,177938,14.8,0.1,0,0,0,0,204316
기타,2011년 04월,183492,155228,18.2,0.1,0,0,0,0,183492
기타,2011년 05월,177519,171856,3.3,0.1,0,0,0,0,177519
기타,2011년 06월,181009,165683,9.3,0.1,0,0,0,0,181009
기타,2011년 07월,184728,183367,0.7,0.1,0,0,0,0,184728
기타,2011년 08월,202273,192666,5,0.1,0,0,0,0,202273
기타,2011년 09월,193427,179068,8,0.1,0,0,0,0,193427
기타,2011년 10월,189469,181929,4.1,0.1,0,0,0,0,189469
기타,2011년 11월,163418,148265,10.2,0.1,0,0,0,0,163418
기타,2011년 12월,157765,150522,4.8,0.1,0,0,0,0,157765
기타,2012년 01월,170518,159368,7,0.1,0,0,0,0,170518
기타,2012년 02월,182768,174602,4.7,0.1,0,0,0,0,182768
기타,2012년 03월,166510,204316,-18.5,0.1,0,0,0,0,166510
기타,2012년 04월,168026,183492,-8.4,0.1,0,0,0,0,168026
기타,2012년 05월,182242,177519,2.7,0.1,0,0,0,0,182242
기타,2012년 06월,164715,181009,-9,0.1,0,0,0,0,164715
기타,2012년 07월,170114,184728,-7.9,0.1,0,0,0,0,170114
기타,2012년 08월,197850,202273,-2.2,0.1,0,0,0,0,197850
기타,2012년 09월,185482,193427,-4.1,0.1,0,0,0,0,185482
기타,2012년 10월,201601,189469,6.4,0.1,0,0,0,0,201601
기타,2012년 11월,152874,163418,-6.5,0.1,0,0,0,0,152874
기타,2012년 12월,149337,157765,-5.3,0.1,0,0,0,0,149337
기타,2013년 01월,157476,170518,-7.6,0.1,0,0,0,0,157476
기타,2013년 02월,157992,182768,-13.6,0.1,0,0,0,0,157992
기타,2013년 03월,211152,166510,26.8,0.1,0,0,0,0,211152
기타,2013년 04월,217678,168026,29.6,0.1,0,0,0,0,217678
기타,2013년 05월,221584,182242,21.6,0.1,0,0,0,0,221584
기타,2013년 06월,254517,164715,54.5,0.1,0,0,0,0,254517
기타,2013년 07월,285063,170114,67.6,0.2,0,0,0,0,285063
기타,2013년 08월,306297,197850,54.8,0.2,0,0,0,0,306297
기타,2013년 09월,254056,185482,37,0.1,0,0,0,0,254056
기타,2013년 10월,218617,201601,8.4,0.1,0,0,0,0,218617
기타,2013년 11월,167929,152874,9.8,0.1,0,0,0,0,167929
기타,2013년 12월,167509,149337,12.2,0.1,0,0,0,0,167509
기타,2014년 01월,176751,157476,12.2,0.1,0,0,0,0,176751
기타,2014년 02월,185895,157992,17.7,0.1,0,0,0,0,185895
기타,2014년 03월,221843,211152,5.1,0.1,0,0,0,0,221843
기타,2014년 04월,242523,217678,11.4,0.1,0,0,0,0,242523
기타,2014년 05월,252765,221584,14.1,0.1,0,0,0,0,252765
기타,2014년 06월,292694,254517,15,0.2,0,0,0,0,292694
기타,2014년 07월,279771,285063,-1.9,0.2,0,0,0,0,279771
기타,2014년 08월,305626,306297,-0.2,0.2,0,0,0,0,305626
기타,2014년 09월,252455,254056,-0.6,0.1,0,0,0,0,252455
기타,2014년 10월,226982,218617,3.8,0.1,0,0,0,0,226982
기타,2014년 11월,186502,167929,11.1,0.1,0,0,0,0,186502
기타,2014년 12월,171492,167509,2.4,0.1,0,0,0,0,171492
기타,2015년 01월,165267,176751,-6.5,0.1,0,0,0,0,165267
기타,2015년 02월,182559,185895,-1.8,0.1,0,0,0,0,182559
기타,2015년 03월,230732,221843,4,0.1,0,0,0,0,230732
기타,2015년 04월,243868,242523,0.6,0.1,0,0,0,0,243868
기타,2015년 05월,240571,252765,-4.8,0.1,0,0,0,0,240571
기타,2015년 06월,206068,292694,-29.6,0.1,0,0,0,0,206068
기타,2015년 07월,185229,279771,-33.8,0.1,0,0,0,0,185229
기타,2015년 08월,270549,305626,-11.5,0.2,0,0,0,0,270549
기타,2015년 09월,257899,252455,2.2,0.2,0,0,0,0,257899
기타,2015년 10월,275948,226982,21.6,0.2,0,0,0,0,275948
기타,2015년 11월,205390,186502,10.1,0.1,0,0,0,0,205390
기타,2015년 12월,185780,171492,8.3,0.1,0,0,0,0,185780
기타,2016년 01월,183832,165267,11.2,0.1,0,0,0,0,183832
기타,2016년 02월,205955,182559,12.8,0.1,0,0,0,0,205955
기타,2016년 03월,224164,230732,-2.8,0.1,0,0,0,0,224164
기타,2016년 04월,227166,243868,-6.8,0.1,0,0,0,0,227166
기타,2016년 05월,253956,240571,5.6,0.1,0,0,0,0,253956
기타,2016년 06월,243275,206068,18.1,0.1,0,0,0,0,243275
기타,2016년 07월,266685,185229,44,0.2,0,0,0,0,266685
기타,2016년 08월,277063,270549,2.4,0.2,0,0,0,0,277063
기타,2016년 09월,279200,257899,8.3,0.2,0,0,0,0,279200
기타,2016년 10월,252972,275948,-8.3,0.1,0,0,0,0,252972
기타,2016년 11월,199187,205390,-3,0.1,0,0,0,0,199187
기타,2016년 12월,205753,185780,10.8,0.1,0,0,0,0,205753
기타,2017년 01월,213197,183832,16,0.1,0,0,0,0,213197
기타,2017년 02월,222387,205955,8,0.1,0,0,0,0,222387
기타,2017년 03월,215131,224164,-4,0.1,0,0,0,0,215131
기타,2017년 04월,191698,227166,-15.6,0.1,0,0,0,0,191698
기타,2017년 05월,198657,253956,-21.8,0.1,0,0,0,0,198657
기타,2017년 06월,180657,243275,-25.7,0.1,0,0,0,0,180657
기타,2017년 07월,192525,266685,-27.8,0.1,0,0,0,0,192525
기타,2017년 08월,205285,277063,-25.9,0.1,0,0,0,0,205285
기타,2017년 09월,195176,279200,-30.1,0.1,0,0,0,0,195176
기타,2017년 10월,221008,252972,-12.6,0.1,0,0,0,0,221008
기타,2017년 11월,177052,199187,-11.1,0.1,0,0,0,0,177052
기타,2017년 12월,172778,205753,-16,0.1,0,0,0,0,172778
기타,2018년 01월,180657,213197,-15.3,0.1,0,0,0,0,180657
기타,2018년 02월,185328,222387,-16.7,0.1,0,0,0,0,185328
기타,2018년 03월,217761,215131,1.2,0.1,0,0,0,0,217761
기타,2018년 04월,205904,191698,7.4,0.1,0,0,0,0,205904
기타,2018년 05월,206201,198657,3.8,0.1,0,0,0,0,206201
기타,2018년 06월,188037,180657,4.1,0.1,0,0,0,0,188037
기타,2018년 07월,187227,192525,-2.8,0.1,0,0,0,0,187227
기타,2018년 08월,209721,205285,2.2,0.1,0,0,0,0,209721
기타,2018년 09월,206592,195176,5.8,0.1,0,0,0,0,206592
기타,2018년 10월,220558,221008,-0.2,0.1,0,0,0,0,220558
기타,2018년 11월,181690,177052,2.6,0.1,0,0,0,0,181690
기타,2018년 12월,174280,172778,0.9,0.1,0,0,0,0,174280
기타,2019년 01월,186401,180657,3.2,0.1,0,0,0,0,186401
기타,2019년 02월,212264,185328,14.5,0.1,0,0,0,0,212264
기타,2019년 03월,216854,217761,-0.4,0.1,0,0,0,0,216854
기타,2019년 04월,217295,205904,5.5,0.1,0,0,0,0,217295
기타,2019년 05월,209943,206201,1.8,0.1,0,0,0,0,209943
기타,2019년 06월,192227,188037,2.2,0.1,0,0,0,0,192227
기타,2019년 07월,189510,187227,1.2,0.1,0,0,0,0,189510
기타,2019년 08월,242444,209721,15.6,0.1,0,0,0,0,242444
기타,2019년 09월,218425,206592,5.7,0.1,0,0,0,0,218425
기타,2019년 10월,212191,220558,-3.8,0.1,0,0,0,0,212191
기타,2019년 11월,177215,181690,-2.5,0.1,0,0,0,0,177215
기타,2019년 12월,167396,174280,-3.9,0.1,0,0,0,0,167396
기타,2020년 01월,202821,186401,8.8,0.1,0,0,0,0,202821
기타,2020년 02월,128715,212264,-39.4,0.1,0,0,0,0,128715
기타,2020년 03월,35790,216854,-83.5,0,0,0,0,0,35790
기타,2020년 04월,16551,217295,-92.4,0,0,0,0,0,16551
기타,2020년 05월,21815,209943,-89.6,0,0,0,0,0,21815
기타,2020년 06월,24220,192227,-87.4,0,0,0,0,0,24220
기타,2020년 07월,44644,189510,-76.4,0,0,0,0,0,44644
기타,2020년 08월,44145,242444,-81.8,0,0,0,0,0,44145
기타,2020년 09월,44651,218425,-79.6,0,0,0,0,0,44651
기타,2020년 10월,46403,212191,-78.1,0,0,0,0,0,46403
기타,2020년 11월,45148,177215,-74.5,0,0,0,0,0,45148
기타,2020년 12월,46202,167396,-72.4,0,0,0,0,0,46202
기타,2021년 01월,44733,202821,-77.9,0,0,0,0,0,44733
기타,2021년 02월,42096,128715,-67.3,0,0,0,0,0,42096
기타,2021년 03월,52201,35790,45.9,0,0,0,0,0,52201
