"통계분류(1)",통계분류(2),2014,2014,2014,2014,2014,2014,2014,2014,2014,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2016,2016,2016,2016,2016,2016,2016,2016,2016,2017,2017,2017,2017,2017,2017,2017,2017,2017,2018,2018,2018,2018,2018,2018,2018,2018,2018,2019,2019,2019,2019,2019,2019,2019,2019,2019
"통계분류(1)",통계분류(2),사례수,호텔,친척 또는 친구집,게스트하우스/호스텔,학교/회사기숙사/연수원,콘도 리조트 펜션,기 타,사찰,홈스테이,사례수,호텔,친척 또는 친구집,게스트하우스/호스텔,학교/회사기숙사/연수원,콘도 리조트 펜션,기 타,무박,사찰,홈스테이,사례수,호텔,친척 또는 친구집,게스트하우스/호스텔,학교/회사기숙사/연수원,콘도 리조트 펜션,기 타,사찰,홈스테이,사례수,호텔,친척 또는 친구집,게스트하우스/호스텔,학교/회사기숙사/연수원,콘도 리조트 펜션,기 타,사찰,홈스테이,호텔,친척 또는 친구집,게스트하우스/호스텔,민박/공유숙박,모텔/여관,학교/회사기숙사/연수원,콘도 리조트 펜션,기 타,숙박하지않음,호텔,친척 또는 친구집,게스트하우스/호스텔,민박/공유숙박,모텔/여관,학교/회사기숙사/연수원,콘도 리조트 펜션,기 타,숙박하지않음
"연령",61세 이상,424,82.9,10,5.2,1.9,2,0.6,0,1.2,491,79.9,12.5,7.3,1.4,2,0.8,0.1,0.3,0.2,284,82.5,10.7,8.4,1.4,2.8,1.4,0,0,443,84.6,12,5.7,2.3,2.1,0.8,0,1.5,67.6,23.9,2.2,2.8,7.6,1.6,1.8,0.3,0.1,74.8,15.7,2.6,2.8,6.4,0.1,1.1,0.5,0.5
"연령",모름/무응답,40,95.4,1.7,4.6,0,0,0,0,0,31,75.6,9.3,10.8,3.2,0,0,0,0,2.2,29,91.3,1.9,8.7,0,0,0,0,0,15,84,10.9,7,5,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"방한목적",여가/위락/휴식,6982,80.1,1.8,15.1,0.3,4.4,0.3,0.1,1,7293,74.5,3.3,19.4,0.1,2.7,0.8,0.1,0.1,1.7,7154,74.8,2.5,21.7,0.2,2.5,0.6,0.1,0.4,7164,71.3,4.1,26,0.4,3.5,0.4,0.2,1.5,68.6,13.7,10.3,7.7,6.7,0.3,3.2,0.4,0.4,76.3,3.4,8.2,8,5.9,0.1,1.7,0.2,0.5
"방한목적",친구/친지방문,785,33.9,55.3,18.6,1.8,3.1,1.2,0,0.6,1177,32,65,12.5,0.8,1.9,0.9,0.1,0.1,0.6,887,37.8,57.9,16.3,0.6,2.4,2,0.1,0.2,1386,35.9,66.2,13.2,1.6,1.9,0.9,0.2,1.8,-,-,-,-,-,-,-,-,-,31.5,65.8,5.2,4.7,6.4,0.4,1.9,0.5,0.1
"방한목적",사업/전문 활동,2387,83.9,2.5,6.7,5.2,5.1,0.3,0.1,0.2,2413,80.9,4,7.3,7,4.1,0.6,0.3,0,0.5,1794,83.5,3.1,8.6,4.5,2.7,0.6,0,0.1,2621,85.1,3.4,7.3,5.8,2.2,0.7,0.1,0.7,82.7,4.7,2.6,2.1,6.4,3.8,2.4,0.6,0.1,85.5,2.6,2,1.7,5.2,4.6,0.7,0.9,0.2
"방한목적",교육,429,20.8,9.6,16.5,59.1,8.4,3.5,0.6,2.6,470,20.1,11.9,21.9,59.8,9.3,3.8,0,0.8,2.4,480,16.1,4.7,26.2,70.2,10.5,6.3,0.3,1.1,799,22.5,9.3,25.2,58.3,2.8,17.9,2.1,4,31.3,9.6,14.8,8.3,6.6,41.9,2.3,11.2,0.1,39,7.9,7.1,8.9,3.1,44.7,1.1,9.7,0
"방한목적",종교 순례,111,67.1,8.8,12.7,16.9,0.5,0.9,3.4,1.4,89,41.2,11.7,23.7,25.8,1.2,5.5,0,5.6,0.6,50,52.6,4.4,12.9,13,8,14.7,5.6,0,64,46.8,11.1,13.2,30.5,5,18.9,5.4,0,48.8,17.8,4.3,7.8,1.1,23.7,3.5,9.6,0,49.8,17,6.8,0,1.9,33.4,0,3.5,0
"방한목적",기타,6,91.3,0,17.3,0,0,0,0,0,5,63,26.5,0,0,0,0,10.5,0,0,9,82.2,12.7,7.6,0,10.2,0,0,0,33,82.5,7.3,13.4,1,1.7,0,0,2.3,72.6,1.4,5.7,7.4,7.3,0,4.5,17.3,1,71.7,2.3,7.4,2,5.7,0.4,0,3.2,9
"방한목적",뷰티/건강/치료,122,77.2,4.8,13.5,0,2.4,2.5,0,1.2,140,71.3,9.2,13.5,0,2.6,4.3,0,0,2.8,75,64.5,6.5,18.1,3.7,3.9,5.6,0,0,171,76.6,6.2,18.8,0,4.4,3.1,0,0.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"방한목적",쇼핑,1201,82,1.3,12.5,0,3.3,0.4,0,1.7,1294,74.2,3.8,19.5,0.2,1.9,1.8,0,0,1.6,1520,76.3,2.5,19.8,0.1,2.6,0.2,0,0.3,1566,77.4,3.6,18.8,0.1,2,0.1,0.1,0.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"여행형태",개별여행,8285,67.4,8.3,17.3,4.8,5.8,0.6,0.2,1.3,8749,60.2,13.9,20.2,5.4,3.8,0.8,0.2,0.2,1.9,8052,62.9,10.1,22.8,5.4,3.9,1.4,0.2,0.5,11427,63,12.6,22.8,5.7,3,1.9,0.3,1.7,64.1,14.8,10.7,8.2,7.4,2.5,3.2,0.9,0.3,65.9,13.3,8.3,8.2,6.1,2.4,1.4,0.8,0.5
"여행형태",단체여행,2998,94,0.1,5.1,1,1.4,0.4,0.1,0.3,3375,88.3,0.4,10.1,0.4,1.4,1.8,0,0.2,0.1,3001,85.5,0.1,14,0.6,1.1,0.2,0,0,1605,91.3,0.3,9.7,2,3.5,0.5,0.2,0.4,91.8,0.4,2.2,0.5,4.6,1.6,3,0.4,0.1,90.3,0.1,1.4,0.4,6.7,1.5,2.6,0.2,0.5
"여행형태",Air-tel Tour,741,95.6,0.2,3.4,1,0.6,0,0,0.1,758,94,0.4,3.7,0.8,0.7,0,0,0,0.6,917,95.2,0,4.5,0,0.6,0,0,0.1,773,96.2,0.6,2.9,0.8,0.3,0,0,0.2,95.3,0.6,1.6,0.9,1.6,0.5,0.9,0.1,0,94.7,0.8,2,1.3,0.8,0.5,0.4,0.1,0
