"통계분류(1)",통계분류(2),2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017
"통계분류(1)",통계분류(2),사례수,쇼핑,업무수행,자연경관 감상,식도락 관광,고궁/역사유적 방문,미팅 회의 학술대회 박람회 등 참가,연수 교육 연구,휴양 휴식,공연 민속행사 축제참가 및 관람,테마파크,유흥/오락,시티투어 버스 이용,박물관 전시관 방문,스포츠활동,온천 스파,전통문화체험,의료관광,레포츠활동,뷰티관광,카지노,시찰(산업시설등),직업적 스포츠활동,기타,사례수,쇼핑,업무수행,자연경관 감상,식도락 관광,고궁/역사유적 방문,미팅 회의 학술대회 박람회 등 참가,연수 교육 연구,휴양 휴식,공연 민속행사 축제참가 및 관람,유흥/오락,시티투어 버스 이용,박물관 전시관 방문,스포츠활동,온천 스파,전통문화체험,의료관광,레포츠활동,뷰티관광,카지노,시찰(산업시설등),직업적 스포츠활동,기타,사례수,쇼핑,업무수행,자연경관 감상,식도락 관광,고궁/역사유적 방문,미팅 회의 학술대회 박람회 등 참가,연수 교육 연구,휴양 휴식,공연 민속행사 축제참가 및 관람,테마파크,유흥/오락,시티투어 버스 이용,박물관 전시관 방문,스포츠활동,온천 스파,전통문화체험,의료관광,레포츠활동,뷰티관광,카지노,시찰(산업시설등),직업적 스포츠활동,기타,사례수,쇼핑,업무수행,자연경관 감상,식도락 관광,고궁/역사유적 방문,미팅 회의 학술대회 박람회 등 참가,연수 교육 연구,휴양 휴식,공연 민속행사 축제참가 및 관람,테마파크,유흥/오락,시티투어 버스 이용,박물관 전시관 방문,스포츠활동,온천 스파,전통문화체험,의료관광,레포츠활동,뷰티관광,카지노,시찰(산업시설등),직업적 스포츠활동,기타
"거주국",태국,399,64.2,1.7,6.7,3.4,8,1.1,0.5,2.4,0.6,3.8,0.6,0.4,1.6,1.2,1.1,1.9,0,0,0.1,0,0.3,0.2,0.3,359,53.1,3.5,9.7,6.9,8.4,1.8,0.8,3.3,1.5,1.1,1.5,1,0.5,1,1.6,0.3,0.4,0.3,0,0.5,0.1,0.5,324,52.5,2.7,7.9,5.6,11.5,1.3,1.2,3.6,2,1.8,1.7,1.1,1,1.4,0.3,2.1,0,0.8,0.4,0.2,0.3,0.1,0.5,510,52.6,1.4,8.8,7.6,8.3,0.4,1.3,2.7,2.4,4,2.8,1,1.9,0.2,0.3,0.2,2,1,0,0.1,0.3,0.2,0.4
"거주국",말레이시아,221,40.6,7.7,11.6,1.7,8.3,2.7,3,2,2,6.3,2,1.7,2.1,3.4,0.4,2.1,0,1.4,0.1,0.2,0.2,0.2,0.2,230,41.2,4,15.4,4.2,10.7,1.7,2.8,2.6,2.4,1.2,1.4,2.4,1.1,1.4,2.1,0,0.7,0.4,0.4,0.5,0.5,0.1,223,41.1,1.8,16.3,1.6,11.8,0.7,1.2,2.2,3.2,6.2,0.9,2.5,3.7,3,0.6,1.7,0.2,0.8,0,0,0,0.1,0.2,328,37.6,4.5,18.5,5.1,10,1.5,2.5,3.5,1.4,4,2,0.6,1.6,3.4,0.5,0.5,0.7,0.5,0.5,0.4,0.3,0.5,0
"거주국",호주,125,26.1,28.3,6.9,1.5,8.2,8.9,1.4,2.3,0.9,1.1,2.8,1.5,1.4,1.5,0.9,1.1,0,0.6,0,0,0.8,0.8,3,138,13.6,28.1,8.8,2,9.4,5.5,2.6,6.4,0.9,2.1,4.7,3.5,1.1,0.5,2.2,0.2,1.3,0.2,0,1.1,0.8,3,115,13.6,26.7,6.5,3.4,14.6,9.7,3.3,4.7,0.5,0.8,2.9,1.6,3.3,1.2,0.5,0.7,0.2,2.3,0.3,0,0.6,1.1,1.5,167,26.6,16.3,6.6,2.9,14.5,4.9,2.9,1.6,1.7,1.1,3.7,1.7,1.8,2.6,1.3,2.7,1.2,3,0,0.3,0.4,1.2,0.9
"거주국",미국,696,20.3,28,5.6,1.7,10.8,6.5,6.3,1.1,1,1.1,2.3,2,2.6,1,1.3,1.7,0,2.6,0.4,0.3,0.9,0.5,2.1,799,18.4,23.8,7.7,2.9,12,4.8,3.8,2.4,1.8,3.6,1.9,3.5,1.7,1.1,2.4,0.3,2.4,0.1,0.1,0.3,0.7,3.6,630,18.3,23.9,8.5,2.8,15,3.7,5,3.4,1.5,0.6,4.4,1.7,2.5,0.5,0.4,2.7,0.2,1.6,0.1,0.1,0.8,0.2,2.1,933,18.5,20.8,7.3,4.8,15.6,5.4,4.8,2.2,1.8,0.7,5.9,1.2,3.5,0.2,0.5,2.6,0.2,1.5,0.1,0.1,0.5,0.9,0.8
"거주국",캐나다,130,24.9,22.8,4.8,1.2,11.6,6.5,3.1,1.9,1,2.1,4.7,2.6,2.3,1.4,0.8,2,0.8,1.2,0.2,0.2,0.6,1,2.1,151,21.4,15.5,8,1.5,16.5,6.4,3.7,1.8,1.5,2.8,4.1,4.6,1.8,1.3,2.5,0.3,1.5,0.3,0,0.3,0.2,2.5,126,19.9,17.3,8.4,2.1,21.4,4.8,3.4,1.1,1.4,0.6,2.2,1.3,3.1,1.4,0.9,3.3,0.4,2,0,0,1.8,0,3.2,186,20.1,16.3,8.7,4.9,19.4,3.7,4.2,1.6,1.1,0.2,4.1,1.6,2.6,1.4,0.4,3.9,0.7,2.2,0,0,0.3,1.5,1
"거주국",영국,110,12.8,52.7,2.9,0.8,6,6.8,3.3,0.5,0.7,0.9,4.3,1,1.3,0.5,0.6,1.7,0,0.5,0,0,0.2,0,2.4,120,12.3,35,5.5,2,10.3,10.2,5.6,2.7,0.8,3.3,1.2,2.2,0.5,0.8,1,0,0.8,0,0,2.1,0.9,2.4,91,12.1,34.4,6.8,1.6,10.3,10.6,6.1,3.5,0,0,2.9,0.6,2,0.4,1.1,2.2,0.7,1.7,0,0,0.6,0.3,2.1,132,15.4,30.2,5,3.4,14.1,6.3,3.3,1.6,0.9,0.2,4.6,0.6,2.3,1.9,1.1,2.9,0,2.1,0.3,0,1.1,1.5,1.2
"거주국",독일,86,10.6,51.2,4.3,0.7,7.1,5.9,5,2,0.6,0.4,0.3,0.9,2,0.9,0.4,2.2,0,2.6,0,0,1.7,0.7,0.6,100,6.6,46.2,5.3,2.5,7.6,8.5,7.8,1.8,0.8,1.6,0.3,1.7,0.2,0.7,2.6,0,2.2,0.2,0.2,1.2,0.8,0.5,77,7,41.7,6.3,1.7,14,5.9,6.6,0.9,0.6,0.6,2.6,0.8,1.1,0.8,0.3,1.8,0.8,2.5,0,0,2.5,0.7,0.5,112,7.4,41.5,4.6,4.7,8.7,10.1,6.7,0.6,1.6,0.8,1.7,1.1,1,1,0,3.4,0,3.2,0,0,0.8,0.3,1
"거주국",프랑스,71,10.3,40.1,4.8,1.9,10.3,12.1,3.9,1.3,1.9,0,3.5,1.4,1.7,0.3,0,1.2,0,1.2,0,0,2.7,0,1.5,85,6.8,27.1,9.4,5.8,10.2,8,8.3,1.8,0.7,3.1,0.3,3.7,0.4,0.7,4.1,0,1.3,0,0,4.5,1.3,2.2,66,2.9,39.4,7.3,4,9.7,7.4,7,2,1.6,0,6.3,1.9,1.6,0.3,0,3.7,0.3,1.5,0.3,0,1.6,0,1.3,97,8.1,29,9.5,6.1,16.6,8.5,4.2,1.9,0.2,0.5,3.6,0,3.2,0,0.3,5.3,0.3,1.4,0,0,0.3,0.9,0
"거주국",러시아,158,12.5,14.6,0.4,1.5,6.9,5,5.2,2.4,4.7,10.9,1.7,4.8,4.5,0.9,0.6,1.5,19.7,0,0,0.2,1,0.5,0.4,154,25.8,13.4,2.6,1,5.8,1.8,4,3.1,4.1,1.9,3.9,1.1,1.4,1.3,1.7,14.7,1.7,0.5,0.6,0.2,0.5,0.7,138,25.8,10.4,1.9,2,10.1,3.5,3.9,3.8,4.3,4.5,5.5,4.3,2.4,2.1,1.2,2.1,5.3,3.1,1,0.2,1.2,0.6,1,246,20.6,10.8,6.3,7,11.8,5.6,4,6.8,0.8,4.5,3.4,0.8,1.5,2.3,1.7,2.4,5.4,1,0.6,0.2,1.4,0.6,0.5
"거주국",중동,137,12.7,62.3,2.2,0,3.7,2.3,6.1,0.3,0.7,0.8,0,0.3,0.4,0.8,0,0,4.7,0.2,0,0,0.5,0,2,171,12.6,39.5,4.9,0.3,7.9,2.8,8.2,2,0.6,1.5,1.1,1.2,0.3,0,0.2,8.9,0.8,0.3,0,1.8,0,3.5,135,18.1,38,4.9,1.1,6.3,2.5,8.1,3.5,0.4,0,0.9,1.1,1.2,0.2,0.2,0.6,9.3,0.4,0.3,0.2,0.2,0.9,1.5,226,20.6,20.2,4.1,1.5,6.6,3.9,7.9,2.2,1.7,2.1,3.2,0.5,2,1.6,1.6,1.7,15.7,0.5,0,0.3,1.4,0.8,0.2
"거주국",인도,66,16.9,45,2.1,0.7,6,12.3,3.6,0.7,0.7,1.8,2.3,0.7,0,2.4,0.4,0.3,0.3,0.7,0,0.3,1.4,1.5,0,74,14.2,45,4.6,0.6,5.2,11.5,8.6,0.4,0.3,1.3,0.7,2.2,0.5,0.2,0.7,0,0.4,0.2,0.3,1.7,0.6,0,57,11.5,47.9,3,0.8,4,10.4,12,0.7,0.4,1,1.3,0.9,1.1,2.2,0.3,0.6,0,0.3,0,0,1.7,0,0,85,13.2,42.8,4.2,0.6,6.2,9.6,11.5,0.7,0.3,1.5,1.5,0.7,1.3,0.9,0,0.9,0,1.8,0,0,1.7,0,0.6
"거주국",필리핀,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,284,25,4.4,16.1,4.9,16.3,2,4,3,1.7,6.5,5.9,2.1,2.5,0.1,0.6,3.2,0.3,0.4,0.2,0.2,0.2,0,0.4
